項次,工會屬性,工會名稱,理事長,郵遞區號,通訊地址,聯絡電話
479,企業工會,臺北市永豐金證券股份有限公司企業工會,吳明哲,104,臺北市中山區建國北路2段3巷2號7樓,(02)23823467
480,企業工會,臺北市政府工務局公園路燈工程管理處企業工會,楊振德(代理),100,臺北市中正區懷寧街58號3樓,(02)23318675
481,企業工會,臺北市政府工務局新建工程處企業工會,徐清文,104,臺北市中山區新生北路2段78號,(02)25235227
482,企業工會,臺北市臺灣開利股份有限公司產業工會,游典儒,116,臺北市文山區育英街17巷5弄8號3樓,
483,企業工會,凱基商業銀行股份有限公司企業工會,蔡鴻儒,103,臺北市大同區長安西路106號10樓之2,(02)25592370
484,企業工會,臺北市亞太電信股份有限公司企業工會,許文宏,114,臺北市內湖區基湖路32號,(02)55558888
485,企業工會,安泰商業銀行股份有限公司企業工會,陳嘉欽,116,臺北市文山區興隆路三段11號4樓,(02)29341853
486,企業工會,台北市南山產物保險股份有限公司企業工會,金文華,100,臺北市中正區忠孝西路1段6號17樓,(02)77268706
487,企業工會,財團法人法律扶助基金會工會,許俊銘,106,臺北市大安區金山南路2段200號5樓,(02)23225255
488,企業工會,臺北市香港商香港上海?豐銀行股份有限公司產業工會,阮幼婷,100,臺北市中正區中華路2段498巷1號11樓,(02)26527000
489,企業工會,陽信商業銀行股份有限公司企業工會,陳炳宏,112,臺北市北投區石牌路1段88號7樓,(02)28362072
490,企業工會,台灣世曦工程顧問股份有限公司企業工會,林志權,114,臺北市內湖區陽光街323號5樓,(02)87973567
491,企業工會,台灣富士軟片資訊股份有限公司企業工會,李富山,334,桃園市八德區介壽路一段199號3樓,(02)27711760
492,企業工會,臺北市中華快遞股份有限公司企業工會,郭榕燁,104,臺北市中山區民生西路3巷9號,(02)25603778
493,企業工會,臺銀人壽保險股份有限公司企業工會,錢熙嘉,106,臺北市大安區敦化南路2段69號2樓,(02)27849151
494,企業工會,臺銀綜合證券股份有限公司企業工會,曾鳳貞,100,臺北市中正區重慶南路1段58號8樓,(02)23882188
495,企業工會,中華工程股份有限公司工會,陳宗坤,105,臺北市松山區東興路12號6樓,(02)87876205
496,企業工會,臺北市台証綜合證券股份有限公司產業工會,魏德揚,104,臺北市中山區建國北路2段3巷2號5樓,(02)27553327
497,企業工會,臺北市凱基證券股份有限公司企業工會,苗致偉,104,臺北市中山區明水路700號,(02)21818282
498,企業工會,台灣丹馬士環球物流股份有限公司工會,鄭華,115,臺北市南港區市民大道7段8號13樓之3,(02)26523230
499,企業工會,?豐(台灣)商業銀行股份有限公司企業工會 ,陳世雄,115,臺北市南港區忠孝東路7段369號15樓,(02)66312109
500,企業工會,財團法人中小企業信用保證基金工會,顏國裕,100,臺北市中正區羅斯福路1段6號4樓,(02)23214261
501,企業工會,大同綜合訊電股份有限公司企業工會,吳信豪,104,臺北市中山區中山北路3段22號3樓,(02)25925252
502,企業工會,富邦金融控股公司集團工會,吳曉文,112,臺北市北投區東華街2段294號1樓,(02)28227711
503,企業工會,臺灣金控集團企業工會,阮呂文欽,103,臺北市大同區承德路二段208號7樓,(02)85905947
504,企業工會,聯華氣體工業股份有限公司企業工會,吳玲兒,115,臺北市南港區南港路1段209號A棟8樓,
505,企業工會,台灣本田股份有限公司企業工會,林正凱,104,臺北市中山區民生東路3段69號13樓,(02)25066268
506,企業工會,台灣諾華股份有限公司企業工會,陳自力,104,臺北市中山區民生東路三段2號8樓,(02)23227777
507,企業工會,潤弘精密工程事業股份有限公司企業工會,劉士祺,104,臺北市中山區八德路2段308號10樓,(02)81619999
508,企業工會,合作金庫金融控股股份有限公司暨其子公司企業工會,張資盟,100,臺北市中正區南陽街62號,(02)25568252
509,企業工會,潤泰精密材料股份有限公司企業工會,林弘偉,104,臺北市中山區八德路2段308號10樓,(03)9596989
510,企業工會,中國青年救國團企業工會,陳建成,104,臺北市中山區民權東路2段69號,(02)25965858
511,企業工會,臺灣航勤股份有限公司企業工會,林宏河,105,臺北郵政45之10號,(02)27152811
512,企業工會,中華電信股份有限公司關係企業工會,杜桂梅,106,臺北市大安區金華街138號2樓,(02)23411799
513,企業工會,壹傳媒電視廣播股份有限公司企業工會,高培騰,114,臺北市內湖區行愛路141巷48號4樓,
514,企業工會,台北市元大人壽保險股份有限公司企業工會,張艷秋,105,臺北市松山區民生東路3段156號16樓C戶,
515,企業工會,國立臺灣大學工會,翁小雯,106,"臺北市中正區羅斯福路4段64-1號
臺北公館郵局第13-148號",(02)27183979
516,企業工會,中華電信股份有限公司個人家庭分公司企業工會,蘇弘廷,100,臺北市中正區仁愛路1段42號7樓715室,
517,企業工會,中華電信股份有限公司網路技術分公司企業工會,洪秀龍,106,臺北市大安區愛國東路35號B1樓,(02)23975666
518,企業工會,上海商業儲蓄銀行股份有限公司企業工會,黃有材,104,臺北市中山區中山北路二段96號3F,(02)33166919
519,企業工會,宏華國際股份有限公司企業工會,呂仲明,220,新北市板橋區民族路168號,(02)25817111
520,企業工會,台灣三菱商事股份有限公司工會,蔡孟志,104,臺北市中山區松江路87號14樓,(02)29560997
521,企業工會,臺北市財團法人原住民族文化事業基金會企業工會,林姿君,115,臺北市南港區重陽路120號5樓,(02)25089151
522,企業工會,中華開發金融控股股份有限公司與子公司企業工會,苗致偉,105,臺北市松山區南京東路5段125號6樓,(02)25770151
523,企業工會,台灣高速鐵路股份有限公司企業工會,陳堯森,115,臺北市南港區忠孝東路七段518號9樓,(02)77131473
524,企業工會,中華電信股份有限公司資訊技術分公司企業工會,劉必賢,100,臺北市中正區信義路1段21號數據大樓309室,
525,企業工會,中華電信股份有限公司企業客戶分公司企業工會,張李武炎,106,臺北市大安區信義路4段88號1801室,(02)23432004
526,企業工會,國家表演藝術中心企業工會,陳喬如,108,臺北市萬華區西藏路111號6樓之1,(02)23266805
527,企業工會,永豐金融控股股份有限公司暨子公司企業工會,鍾馥吉,103,臺北市大同區民生西路286號2樓,
528,企業工會,兆豐金融控股股份有限公司企業工會,羅育祥,100,臺北市中正區忠孝東路2段123號14樓,(02)25500333
529,企業工會,尹書田醫療財團法人書田泌尿科眼科診所企業工會,許耀文,106,臺北市大安區建國南路2段276號,(02)23578888
530,企業工會,東森電視事業股份有限公司企業工會,鄭鴻昇,100,臺北市中正區忠孝西路1段4號12樓,
531,企業工會,潤福生活事業股份有限公司企業工會,張鈞池,104,臺北市中山區八德路2段308號11樓之1,
532,企業工會,潤泰保全股份有限公司企業工會,葉柏琪(代理),104,臺北市中山區八德路2段308號11樓之1,(02)26299000
533,企業工會,潤德室內裝修設計工程股份有限公司企業工會,許茲榮,104,臺北市中山區八德路2段308號11樓之1,(02)81619815
534,企業工會,潤泰公寓大廈管理維護股份有限公司企業工會,侯羲陛,104,臺北市中山區八德路2段308號11樓之1,(02)81619800
535,企業工會,自由時報企業股份有限公司工會,吳亮儀,108,臺北市萬華區萬大路184號2樓,(02)81619815
536,企業工會,國家表演藝術中心國家兩廳院企業工會,"李惟綱
(淡成偉代行1年1110322)",105,臺北市信義區松山路515巷2弄14號2樓,
537,企業工會,荷商葛蘭素史克藥廠股份有限公司台灣分公司工會,黃治程,338,桃園市蘆竹區南祥路370號11樓,
538,企業工會,合作金庫證券股份有限公司企業工會,王麗秋,403,臺中市西區民權路91號6樓,
539,企業工會,中華電信股份有限公司國際電信分公司企業工會,林朝贊,106,臺北市大安區愛國東路31號,
540,企業工會,臺北市立聯合醫院企業工會,郭蕢瑩,108,臺北市萬華區萬大路184號2樓,
541,企業工會,財團法人中華民國對外貿易發展協會企業工會,洪仁杰,115,臺北市南港區經貿二路1號,
542,企業工會,三立電視股份有限公司工會,林敬旻,108,臺北市萬華區萬大路184號2樓,(02)27255200
543,企業工會,全球人壽保險股份有限公司企業工會,張業宇,104,臺北市中山區民權西路20號3樓之2,
544,企業工會,立榮航空股份有限公司企業工會,李鳳恩,104,臺北市中山區長安東路2段117號8樓,
545,企業工會,兆豐產物保險股份有限公司企業工會,張水駱,100,臺北市中正區重慶南路1段2號2樓,
546,企業工會,兆豐證券股份有限公司企業工會,王凱,116,臺北市文山區景中街1號3樓,
547,企業工會,全聯實業股份有限公司企業工會,朱鴻國,104,臺北市中山區敬業四路33號,
548,企業工會,元大商業銀行股份有限公司企業工會,王復德,103,臺北市大同區承德路3段210號,
549,企業工會,嘉里大榮物流股份有限公司企業工會,簡廷偉,100,臺北市中正區新生南路1段50號14樓,(02)21821977
550,企業工會,嘉里大榮物流股份有限公司關係企業工會,簡廷偉,100,臺北市中正區新生南路一段50號14樓,
551,企業工會,國立臺灣大學醫學院附設醫院企業工會,楊心慧,106,臺北市大安區泰順街26巷39號2樓,
552,企業工會,星宇航空股份有限公司企業工會,黃守儀,114,臺北市內湖區南京東路六段382號,
553,企業工會,台灣必治妥施貴寶股份有限公司企業工會,王淑芬,105,臺北市松山區健康路156號5樓,(02)27911000
554,企業工會,統一超商股份有限公司關係企業工會,孫杰,110,臺北市信義區東興路65號2樓,
555,企業工會,振興醫療財團法人企業工會,王曉暹,112,臺北市北投區振興街45號,
556,企業工會,台灣基督長老教會馬偕醫療財團法人企業工會,臧汝芬,104,臺北市中山區中山北路2段92號,(02)28264400
557,企業工會,遠雄人壽保險事業股份有限公司企業工會,吳添城,103,臺北市大同區西寧北路78號9樓905室,
558,企業工會,統一超商股份有限公司企業工會,謝佳雯,110,臺北市南港區東新街128號7樓,(02)25509149
559,企業工會,台北世界貿易中心股份有限公司企業工會,馬麗,110,臺北市信義區信義路五段五號6樓6C-11室,
560,企業工會,臺北市長汎旅行社股份有限公司企業工會,徐碩宏,104,臺北市中山區長安東路二段100號3樓,
561,企業工會,統一生活事業股份有限公司企業工會,李淑惠,114,臺北市內湖區內湖路1段120巷15弄25號4樓,(02)25132929
562,企業工會,悠旅生活事業股份有限公司企業工會,李秉宏,106,臺北市大安區瑞安街142巷5號4樓,
563,企業工會,臺北市立動物園企業工會,蔡鴻志,116,臺北市文山區新光路２段30號,
564,企業工會,臺北市家福股份有限公司關係企業工會,籃世華,108,臺北市萬華區萬大路184號2樓,
565,企業工會,臺北市交通部民用航空局企業工會,吳子豪,105,臺北市松山區敦化北路340號,
566,企業工會,臺灣集中保管結算所股份有限公司企業工會,林宏昇,105,臺北市松山區復興北路363號9樓,
567,企業工會,華碩電腦股份有限公司企業工會,黃冠雄,112,臺北市北投區光明路226號3樓之3,
568,企業工會,第一金證券股份有限公司企業工會,王永慶,100,臺北市中正區延平南路38號5樓,
569,企業工會,星展(台灣)商業銀行股份有限公司企業工會,廖重一,220,新北市板橋區文化路二段430號4樓之5,
570,企業工會,合作金庫證券投資信託股份有限公司工會,戴瑛佑,104,台北市中山區南京東路二段85號13樓,
571,企業工會,臺北市陳章安聯合建築師事務所企業工會,黃瀧陞,106,臺北市大安區敦化北路二段168號4樓,
572,企業工會,美商甲骨文有限公司台灣分公司企業工會,陳德旭,108,臺北市萬華區萬大路184號2樓,
573,企業工會,國泰人壽保險股份有限公司企業工會,鄭光暉,103,臺北市大同區涼州街2號3樓之15,
574,企業工會,國泰世華銀行股份有限公司企業工會,陳章銘,100,台北市中正區開封街1段37號5樓,(02)8979-7698
575,企業工會,新光醫療財團法人新光吳火獅紀念醫院企業工會,施駿沁,111,台北市士林區文昌路95號(急診室),(02)28332211
576,企業工會,國泰世紀產物保險股份有限公司企業工會,藍尉倫,106,台北市大安區仁愛路4段296號7樓,
577,企業工會,國泰金融控股股份有限公司企業工會,童桂珍,106,台北市大安區忠孝東路4段270號2樓之1,
578,企業工會,臺灣新光商業銀行股份有限公司企業工會,李孟庭,111,台北市士林區德行東路37號3樓,
579,企業工會,臺北市國泰證券投資信託股份有限公司企業工會,高大程,106,臺北市大安區敦化南路二段39號3樓,
580,企業工會,元富證券股份有限公司企業工會,劉永豐,807,高雄市三民區博愛一路391號8樓,(02)272008399
581,企業工會,台灣水泥股份有限公司企業工會,劉國弘,116,台北市羅斯福路6段378號12樓,
582,企業工會,臺北榮民總醫院企業工會,黃甘迪,111,臺北市士林區中山北路六段13號12樓之3,
583,企業工會,賽諾菲股份有限公司企業工會,林敬翔,105,臺北市松山區八德路三段186號6樓之12,
584,企業工會,國立臺灣大學醫學院附設醫院癌醫中心分院企業工會,許銘修,235,新北市中和區中和路316號13樓之3,
585,企業工會,中華電信股份有限公司網路技術分公司行動北區營運處企業工會 ,洪秀龍,106,臺北市大安區愛國東路35號B1,
586,企業工會,酷澎通運股份有限公司企業工會,甘聖麒,104,臺北市中山區吉林路200巷16號,
587,產業工會,臺北市網路購物產業工會,饒卿凱,100,臺北市中正區愛國西路9號4樓之8,
588,產業工會,臺北市文化創意產業工會,林政良,100,臺北市中正區愛國西路9號4樓之7,(02)23144996
589,產業工會,臺北市鐘錶產業工會,饒卿凱,100,臺北市中正區愛國西路9號4樓之8,(02)23144996
590,產業工會,臺北市驗光配鏡產業工會,林政良,100,臺北市中正區愛國西路9號4樓之8,(02)23144996
591,產業工會,臺北市眼鏡產業工會,黃桂蘭,100,臺北市中正區愛國西路9號4樓之8,(02)23144996
592,產業工會,臺北市徵信產業工會,張重光,100,臺北市中正區愛國西路9號4樓之8,(02)23144996
593,產業工會,臺北市電影業產業工會,張石華,115,臺北市南港區重陽路263巷2號4樓,(02)23144996
594,產業工會,臺北市廣播電視產業工會,趙金虎,104,臺北市中山區復興北路62號3樓之2,(02)27888782
595,產業工會,臺北市演藝業產業工會,陳桓浩,104,臺北市中山區復興北路62號3樓之2,(02)25151580
596,產業工會,臺北市娛樂休閒業產業工會,樊芳銘,104,臺北市中山區復興北路62號3樓之2,(02)25151580
597,產業工會,臺北市地方戲曲劇團產業工會,陳桓浩,104,臺北市中山區復興北路62號3樓之2,(02)25151580
598,產業工會,臺北市流行音樂產業工會,曹莉,104,臺北市中山區復興北路62號3樓之2,(02)25151580
599,產業工會,臺北市珠寶業產業工會,李志忠,103,臺北市大同區赤峰街23巷11號3樓,(02)25151580
600,產業工會,臺灣美甲彩妝整體造型產業工會,林政翰,104,臺北市中山區吉林路239號7樓,(02)25582782
601,產業工會,臺灣保險服務產業工會,黃淑惠,100,臺北市中正區忠孝西路1段50號13樓之38,(02)25118574
602,產業工會,臺北市美甲彩妝整體造型產業工會,林政翰,104,臺北市中山區南京東路2段176號2樓,(02)23610216
603,產業工會,臺北市教育產業工會,李榖生,103,臺北市大同區赤峰街23巷11號3樓,(02)25095358
604,產業工會,臺北市環保資源再生產業工會,曾吉宏,111,臺北市士林區延平北路8段7號1樓,(02)25582782
605,產業工會,全國金融服務業產業工會,顏國裕,112,臺北市北投區中央北路1段2號4樓,(02)28107405
606,產業工會,台灣高等教育產業工會,周平,104,臺北市中山區伊通街59巷6號4樓,(02)23254852
607,產業工會,中華環保資源再生產業工會,曾志上,111,臺北市士林區延平北路8段2巷63弄5號1樓,(02)25077391
608,產業工會,臺灣護理產業工會,羅運生,106,臺北市大安區泰順街26巷39號2樓,(02)28107405
609,產業工會,臺灣資訊服務產業工會,戴文明,100,臺北市中正區忠孝西路1段50號13樓之38,(02)28267226
610,產業工會,臺北市身心障礙就業服務人員產業工會,簡明山,108,臺北市萬華區東園街73巷24號1樓,(02)23610896
611,產業工會,台灣旅遊觀光產業工會,林凱中,100,臺北市中正區忠孝東路1段85號12樓之1,(02)25598518
612,產業工會,航空運輸產業工會,李昭平,105,"臺北市松山區南京東四段53巷10弄2號
暫遷：台北市松山區民生東路五段175號14樓之7(109.9.14)           去電無人接聽",(02)23577073
613,產業工會,全國工會服務業產業工會,楊書瑋,112,臺北市中正區林森南路4-2號4樓,
614,產業工會,臺北市傳統整復推拿師產業工會,黃世嵐,104,臺北市中山區中山北路2段93巷9之4號1樓,(02)23217648
615,產業工會,臺灣新聞傳播產業工會,陳曉宜,106,臺北市大安區信義路2段88號9樓,(02)25231568
616,產業工會,台灣基層護理產業工會,卓淑惠,251,新北市淡水區中正路5巷26號2樓,(02)23410044
617,產業工會,臺北市社區大學教育產業工會,張琬君,103,臺北市大同區甘谷街40號,
618,產業工會,臺灣證券期貨產業工會,竇偉誠,235,"新北市中和區中原街152號12樓
(舊地址：新北市中和區中原東街88號6樓)",(02)25556008
619,產業工會,全國金融商品行銷人員產業工會,李永恒,108,臺北市萬華區艋舺大道120巷38弄45號3樓,(02)29597391
620,產業工會,臺灣文化創意拼布產業工會,陳余?,104,臺北市中山區松江路131號7樓-1,(02)25500827
621,產業工會,臺灣教育產業工會,張旭政,104,臺北市中山區民權西路27號2樓,(02)28929495
622,產業工會,臺北市直銷產業工會,林恩豪,104,台北市中山區民生東路一段 54 號 11 樓,(02)25857528
623,產業工會,中華殯葬禮儀事業產業工會,邱文金,220,新北市板橋區民生路2段234巷24弄6號2樓,(02)25673302
624,產業工會,台灣婚慶產業工會,曾傳灝,104,臺北市中山區民權東路1段7巷11號,(02)22561679
625,產業工會,臺北市保險產業工會,林恩永,104,臺北市中山區民生東路一段54號11樓,
626,產業工會,臺北市指甲彩繪睫毛業產業工會,許妙琪,106,臺北市大安區忠孝東路4段191號5樓之1,(02)22561679
627,產業工會,基北中等教育產業工會,黃文龍,105,臺北市松山區民生東路5段69巷3弄26號,
628,產業工會,全國土地開發產業工會,翁聖儒,110,臺北市信義區忠孝東路五段386號6樓,(02)22626097
629,產業工會,臺北市不動產仲介產業工會,廖年豐,116,臺北市文山區景華街21號1樓,(02)27233366
630,產業工會,台北市觀光餐旅產業工會,廖年茂,104,臺北市中山區民權西路20號5樓之12,(02)29349828
631,產業工會,臺北市裝潢產業工會,林錫維,104,台北市中山區民生東路一段 54 號 11 樓,(02)25214525
632,產業工會,中華勞務服務產業工會,廖茂霖,105,臺北市松山區八德路3段230號3樓之1,(02)25719188
633,產業工會,中華餐飲業產業工會,謝豐如,116,臺北市文山區景華街47號,(02)66172008
634,產業工會,臺北市生技產業工會,張奎懷,103,臺北市大同區赤峰街23巷11號3樓,(02)29325187
635,產業工會,臺北市公務機關基層勞工產業工會,林國棟,108,臺北市萬華區富民路145巷35弄8號3樓,(02)25582782
636,產業工會,臺灣教育人員產業工會,楊益風,103,臺北市大同區大龍街187巷1號,
637,產業工會,臺灣鐵路產業工會,王傑,104,臺北市中山區吉林路200巷16號1樓,(02)23032874
638,產業工會,台北市學校教育產業工會,鐘文斌,100,臺北市中正區公園路29號,
639,產業工會,全國傳播媒體產業工會,嚴文廷,108,臺北市萬華區萬大路184號2樓,(02)23112989
640,產業工會,臺北市教育局中小學產業工會,薛晨均,108,臺北市萬華區西園路2段281巷22號2樓,(02)23396172
641,產業工會,臺灣專櫃暨銷售人員產業工會,陳微淳,106,臺北市大安區新生南路1段60巷6號1樓,(02)25972631
642,產業工會,臺灣醫事檢驗產業工會,吳進興,110,臺北市信義區光復南路495號4樓,
643,產業工會,台灣非營利組織產業工會,周于萱,106,臺北市大安區泰順街26巷39號2樓,
644,產業工會,中華翻譯出版產業工會,張高維,104,臺北市中山區中山北路3段29號5樓之3,
645,產業工會,中華影視編劇產業工會,陳星宇,251,新北市淡水區學府路102巷62-2號5樓   去電無人接聽,(02)25928612
646,產業工會,台灣麻醉醫療產業工會,儲寧瑋,100,臺北市中正區紹興北街35號4樓之1,
647,產業工會,全國交通運輸產業工會,顏坤泉,116,臺北市文山區景興路206號4樓之1,
648,產業工會,中華民國租賃住宅服務業產業工會,趙元瑞,100,臺北市中正區忠孝東路1段76號3樓之4,
649,產業工會,中華直銷從業人員產業工會,阮錦威,100,臺北市中正區重慶南路1段10號9樓901室,
650,產業工會,臺北市美食外送產業工會,陳泓瑞,114,臺北市內湖區成功路四段61巷8弄6號地下樓,(02)23611800
651,產業工會,台灣金融服務業產業工會,蔡元鎮,100,臺北市中正區重慶南路1段2號2樓,
652,產業工會,臺北市多元化計程車產業工會,胡偉成,100,臺北市中正區南海路124-1號,(02)25119231
653,產業工會,臺灣數位平台預約接送從業人員產業工會,李威爾,244,新北市林口區寶林路99號,
654,產業工會,臺灣金融勞權產業工會,林御風,247,新北市蘆洲區中央路171號11樓,(02)25232708
655,產業工會,全國議會民代助理產業工會,吳香君,110,臺北市信義區仁愛路四段507號6樓605室,
656,產業工會,臺北市裝飾藝術文創產業工會,陳品蒨,111,臺北市士林區中山北路六段200號2樓,
657,產業工會,臺北市搬運業產業工會,張家瑋,108,臺北市萬華區萬大路322巷20號1樓,
658,產業工會,臺北市臺灣空間規劃設計產業工會,郭孟瑜,100,臺北市杭南郵局第631號信箱,
659,產業工會,臺灣夜市商圈產業工會(臺北市),林定國,103,臺北市大同區延平北路２段34號,
660,產業工會,臺北市全國營造建築土木產業工會,邱寶安,108,台北市萬華區桂林路157號1樓,(02)29210625
661,產業工會,臺北市台灣環境生態護育產業工會,何承翰,"	106",臺北市大安區溫州街74巷14號1樓,(02)23821688
662,產業工會,臺北市全國外送產業工會,陳昱安,108,臺北市萬華區萬大路184號2樓,(02)86668111
663,產業工會,臺北市全國計程車駕駛產業工會,江信翰,236,新北市土城區青仁路 29 號 9 樓,
664,產業工會,臺北市全國網路自媒體產業工會,郭國花,104,臺北市中山區中山北路一段11號9樓,
665,產業工會,臺北市公立幼兒園廚工產業工會,傅玉如,103,臺北市大同區重慶北路３段224號1樓,
666,產業工會,台灣電子電機資訊產業工會,洪碧雲,108,臺北市萬華區萬大路184號2樓,
667,產業工會,臺北市攤商業產業工會,黃佳鈺,108,臺北市萬華區民和街25號3樓,(02)23055731
668,產業工會,臺北市數位自媒體科技產業工會,黃瀧陞,100,臺北市中正區青島東路4號2樓之1,(02)23587688
669,產業工會,臺北市人工智慧產業工會,呂鴻烈,104,臺北市中山區南京東路二段101號9樓,
670,產業工會,台灣呼吸治療產業工會,周育正,108,臺北市萬華區萬大路184號2樓,
671,產業工會,臺北市人工智慧直播電商產業工會,劉姿瑩,114,臺北市內湖區洲子街105號6樓,
672,產業工會,台灣人力資源永續學習發展產業工會,盧世安,100,臺北市中正區林森南路142號B1,
673,工會聯合組織,臺北市總工會,林國成,104,臺北市中山區中山北路2段71號7樓,(02)25605555
674,工會聯合組織,台北市職業總工會,鄭力嘉,114,臺北市內湖區舊宗路二段181巷10號,(02)28105510
675,工會聯合組織,臺北市產業總工會,邱奕淦,108,臺北市萬華區萬大路184號2樓,(02)23396172
676,工會聯合組織,臺北市金屬業產業工會聯合會,高俊寬,103,臺北市大同區重慶北路3段347號3樓之2(被退件),(02)25973456
677,工會聯合組織,臺北市紡織染整業產業工會聯合會,何宇文,112,臺北市北投區大興街23巷7號3樓,
678,工會聯合組織,臺北市聯營公車企業工會聯合會,鄧有明,100,臺北市中正區汀州路3段56號B1,(02)23684067
679,工會聯合組織,臺北市菸酒業產業工會聯合會,趙銘圓,104,臺北市中山區八德路2段85號,(02)89651858
680,工會聯合組織,臺北市公務機關總工會,謝嘉茹,103,臺北市大同區昌吉街55號2樓215-216室,(02)25972631
681,工會聯合組織,台北市產職業總工會,曹莉,104,臺北市中山區復興北路62號3樓之2,(02)25151580
682,工會聯合組織,臺北市產職企業總工會,王覺毅,100,臺北市中正區愛國西路9號6樓之2,(02)23832885
683,工會聯合組織,雙北市產業總工會,盧峰毅,973,花蓮縣吉安鄉東里一街156號,(03)8460768
684,工會聯合組織,雙北市職業總工會,黃桂蘭,100,臺北市中正區愛國西路9號4樓之7,(02)23887188
685,工會聯合組織,雙北市總工會,陳桓浩,104,臺北市中山區復興北路62號3樓之2,(02)25151580
686,工會聯合組織,北北基影視流行音樂總工會,陳桓浩,104,臺北市中山區復興北路62號3樓之2,(02)25151580
687,工會聯合組織,大臺北總工會,林政良,100,臺北市中正區愛國西路9號4樓之6,(02)23887188
688,工會聯合組織,大臺北職業總工會,林政良,100,臺北市中正區愛國西路9號4樓之7,(02)23887188
689,工會聯合組織,大臺北產業總工會,張重光,100,臺北市中正區愛國西路9號4樓之9,(02)23144996
690,工會聯合組織,台北市觀光旅遊業工會聯合會,馬潮,104,臺北市中山區林森北路289號7樓702室,(02)25415522
691,工會聯合組織,北臺灣總工會,謝炳山,100,臺北市中正區金山南路一段108號7樓之3,(02)23751655
692,工會聯合組織,台北市勞工總工會,宋細英,100,臺北市中正區羅斯福路2段7之6號9樓,(02)23510823
693,工會聯合組織,台北市工人總工會,張惟皓,108,臺北市萬華區中華路1段182號,(02)23703399
694,工會聯合組織,市縣政府機關環保工會聯合會,李文福,100,臺北市中正區懷寧街58號3樓,
695,工會聯合組織,北台灣汽車客運業工會聯合會,高令國,100,臺北市中正區汀州路3段56號B1,(02)23684067
696,工會聯合組織,台北企業總工會,王裕文,104,臺北市中山區中山北路2段48巷7號4樓,(02)25363001
697,工會聯合組織,台灣勞工總工會,王裕文,104,臺北市中山區中山北路2段48巷7號4樓,(02)25363001
698,工會聯合組織,臺北市工會團體總工會,鄭火賜,114,臺北市內湖區舊宗路二段181巷10號,(02)28105510
699,工會聯合組織,大臺北產職業聯合總工會,廖年豐,104,臺北市中山區民權西路20號5樓之12,(02)25319033
700,工會聯合組織,中華勞工同盟總工會,張高維,104,臺北市中山區中山北路三段29號5樓之2,(02)25959340
701,工會聯合組織,中華職工總工會,吳權鴻,100,臺北市中正區忠孝西路一段41號11樓之11,(02)23756788
702,工會聯合組織,臺北市政府所轄企業工會聯合會,楊振德,100,臺北市中正區懷寧街58號4樓,(02)23318675
