演藝團體名稱,申請類別,立案字號,主管機關,主管機關代碼,團址,網址
將容文創,視覺藝術,2033,臺北市政府文化局,379590000E,臺北市大同區承德路3段8巷5號1樓,
埃瓦東方舞團,舞蹈,2032,臺北市政府文化局,379590000E,臺北市萬華區中華路1段80號3樓,
馬里森工作室,音樂,2031,臺北市政府文化局,379590000E,臺北市大同區長安西路289之2號1樓,
雙舞影舞團,舞蹈,2030,臺北市政府文化局,379590000E,臺北市南港區南深路15號六樓之1,
水源村劇團,戲劇,2029,臺北市政府文化局,379590000E,臺北市中正區中華路1段7號9樓之3,
聲化感官實驗室,雜藝,2028,臺北市政府文化局,379590000E,臺北市南港區忠孝東路7段99號1樓(2號店鋪空間),
Friday Swing 搖擺舞團,舞蹈,2027,臺北市政府文化局,379590000E,臺北市北投區中央南路1段163號3樓,
擠玩合創,視覺藝術,2026,臺北市政府文化局,379590000E,臺北市北投區中央北路２段78號,
好春廳合作社,戲劇,2024,臺北市政府文化局,379590000E,臺北市北投區同德街44巷4號4樓,
躁進製身,舞蹈,2023,臺北市政府文化局,379590000E,臺北市萬華區和平西路三段74號3樓,
心耘樂集,音樂,2022,臺北市政府文化局,379590000E,臺北市文山區指南路3段26巷5號1樓,
臺北弦樂重奏團,音樂,2021,臺北市政府文化局,379590000E,臺北市松山區民生東路5段69巷3弄1號1樓,
臺灣古箏樂壇,音樂,2020,臺北市政府文化局,379590000E,臺北市士林區忠義街40號4樓,
心樂合唱團,音樂,2019,臺北市政府文化局,379590000E,臺北市中山區民生東路1段29號10樓之2,
辣草莓合作社,戲劇,2018,臺北市政府文化局,379590000E,臺北市中山區中山北路3段27號10樓之5,
探戈之心舞團,舞蹈,2017,臺北市政府文化局,379590000E,臺北市松山區復興南路1段63號4樓之2,
三界製作,戲劇,2016,臺北市政府文化局,379590000E,臺北市大同區迪化街1段72巷17號1樓,
樓頂 Loading,戲劇,2015,臺北市政府文化局,379590000E,臺北市大安區忠孝東路3段54號2樓之1,
有聊有療,音樂,2014,臺北市政府文化局,379590000E,臺北市大安區忠孝東路4段177號6樓,
勾勾手合作社兒童劇場,戲劇,2013,臺北市政府文化局,379590000E,臺北市大安區安和路2段181巷3號3樓,
無憂花合唱團,音樂,2012,臺北市政府文化局,379590000E,臺北市松山區光復北路85巷15號1樓,
FIMO 飛夢文化藝術,音樂,2011,臺北市政府文化局,379590000E,臺北市北投區雙全街22號1樓,
身體處方,舞蹈,2010,臺北市政府文化局,379590000E,臺北市中山區南京東路3段208號9樓,
唐川大樂團,音樂,2009,臺北市政府文化局,379590000E,臺北市中山區民權東路２段132號2樓,
沐樂藝集,音樂,2008,臺北市政府文化局,379590000E,臺北市大安區信義路3段162之13號3樓,
舞安舞蹈劇團,舞蹈,2007,臺北市政府文化局,379590000E,臺北市大安區臨江街65號2樓,
好遠村,戲劇,2006,臺北市政府文化局,379590000E,臺北市松山區塔悠路235號2樓,
粒點子 ART,戲劇,2005,臺北市政府文化局,379590000E,臺北市南港區八德路4段768巷5號7樓,https://www.instagram.com/art.milidea
台灣之光銅管重奏團,音樂,2004,臺北市政府文化局,379590000E,臺北市中山區敬業三路162巷112號8樓,
Good Game 好戲製作,戲劇,2003,臺北市政府文化局,379590000E,臺北市中山區一江街25號地下一層,http://www.facebook.com/goodgametheatre/
ABO 似弦樂團 String Band,音樂,2002,臺北市政府文化局,379590000E,臺北市信義區仁愛路四段520之五號六樓,http://facebook.com/ABOStringBand
非常音樂家樂團,音樂,2001,臺北市政府文化局,379590000E,臺北市中山區林森北路500號地下室,
搖擺年代爵士樂團,音樂,2000,臺北市政府文化局,379590000E,臺北市文山區興隆路三段215號五樓,http://www.facebook.com/swing.ukulele
黑洞漫步,視覺藝術,1999,臺北市政府文化局,379590000E,臺北市中山區長安東路二段129巷3號1樓,
陳禹安之友國際俱樂部,雜藝,1998,臺北市政府文化局,379590000E,臺北市北投區知行路92號5樓,http://www.facebook.com/YUAN.CHEN.Intl.Official
巴西音樂計畫,音樂,1997,臺北市政府文化局,379590000E,臺北市北投區致遠一路二段112巷2號3樓,
羅裕?歌劇團,傳統戲曲,1996,臺北市政府文化局,379590000E,臺北市大同區五原路19號6樓之5,
蒐古雅廬,雜藝,1995,臺北市政府文化局,379590000E,臺北市大安區永康街41巷10號1樓,
九皋銅管五重奏團,音樂,1994,臺北市政府文化局,379590000E,臺北市士林區天山里3鄰天母東路69巷11之4號8樓,
媽的劇團,戲劇,1993,臺北市政府文化局,379590000E,臺北市北投區石牌路2段89號1樓,
台北樂舞交流平台PMDT,舞蹈,1992,臺北市政府文化局,379590000E,臺北市中正區漢口街1段134號地下樓,
希幔音樂,音樂,1991,臺北市政府文化局,379590000E,臺北市南港區市民大道八段369號2樓,
佳偶聲合唱團,音樂,1990,臺北市政府文化局,379590000E,臺北市北投區光明路226號10樓之9,www.votbchoir.com
超級浪,視覺藝術,1989,臺北市政府文化局,379590000E,臺北市萬華區西昌街190號4樓,
迷內,舞蹈,1987,臺北市政府文化局,379590000E,臺北市中山區民權東路二段133號2樓,
2ENTER 貳進,視覺藝術,1986,臺北市政府文化局,379590000E,臺北市大安區復興南路一段259號12樓之3,
金華37室內合唱團,音樂,1985,臺北市政府文化局,379590000E,臺北市文山區羅斯福路五段170巷41號9樓之2,
德布西室內樂團,音樂,1984,臺北市政府文化局,379590000E,臺北市大安區瑞安街23巷16號1樓,
陪你長大工作室劇團,戲劇,1983,臺北市政府文化局,379590000E,臺北市大安區復興南路2段151巷4號4樓,
山羊體劇團,戲劇,1982,臺北市政府文化局,379590000E,臺北市信義區信義路六段76巷2弄6號2樓,
吉拉卡樣原藝術團,舞蹈,1981,臺北市政府文化局,379590000E,臺北市南港區興南街88號4樓,
郭馬克新復古爵士重奏,音樂,1980,臺北市政府文化局,379590000E,臺北市內湖區星雲街15巷18弄11號1樓,
搬鼓人表演藝術團,雜藝,1979,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段67號12樓,http://www.instagram.com/drum_art_mover/
光鍊劇團,視覺藝術,1978,臺北市政府文化局,379590000E,臺北市內湖區民善街85號2樓,
1911劇團,戲劇,1977,臺北市政府文化局,379590000E,臺北市南港區研究院路二段70巷55號2樓,
元熙藝文工作室,戲劇,1976,臺北市政府文化局,379590000E,臺北市中山區南京西路5之1號10樓,
虛實計畫,舞蹈,1975,臺北市政府文化局,379590000E,臺北市中山區松江路131號10樓之6,
美絃工作坊,音樂,1973,臺北市政府文化局,379590000E,臺北市中正區牯嶺街22巷6號2樓,
Con Brio 吉麗樂團,音樂,1972,臺北市政府文化局,379590000E,臺北市中正區?門街129號11樓,
踢霹歐爵士大樂團,音樂,1971,臺北市政府文化局,379590000E,臺北市中正區?門街131巷10之1號3樓,http://www.facebook.com/TPOTaipei
有聊集合,音樂,1970,臺北市政府文化局,379590000E,臺北市大安區復興南路二段171巷24號11樓,
過去的某一天爵士樂團,音樂,1969,臺北市政府文化局,379590000E,臺北市大安區仁愛路3段5巷3弄9之1號1樓,
藝向舞集,舞蹈,1968,臺北市政府文化局,379590000E,臺北市中正區寧波西街72號1樓,
IPLOCKERS 舞團,舞蹈,1967,臺北市政府文化局,379590000E,臺北市中山區中山北路1段33巷35之1號1樓,http://www.facebook.com/iplockers/
福爾摩沙鋼琴重奏團,音樂,1966,臺北市政府文化局,379590000E,臺北市信義區基隆路2段115號3樓之2,
壹壹零製作,戲劇,1965,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段394號8樓,http://www.facebook.com/hundred.ten.production
天照光創作體,戲劇,1964,臺北市政府文化局,379590000E,臺北市萬華區昆明街177號5樓,
心靈移動劇場,戲劇,1963,臺北市政府文化局,379590000E,臺北市松山區南京東路五段16號6樓,
星童萌藝術團,音樂,1962,臺北市政府文化局,379590000E,臺北市信義區基隆路1段155號14樓之6,
藝華園戲劇團,戲劇,1960,臺北市政府文化局,379590000E,臺北市中山區中山北路二段96巷40號3樓,
音樂工人工作室,音樂,1959,臺北市政府文化局,379590000E,臺北市內湖區星雲街15巷18弄11號1樓,http://www.facebook.com/MusicWorkers/about/?ref=page_internal
熵身體製作,舞蹈,1958,臺北市政府文化局,379590000E,臺北市文山區興德路66巷14號3樓,
台灣室內樂團,音樂,1957,臺北市政府文化局,379590000E,臺北市中山區南京東路一段86號10樓之4,
達邦文化藝術團,舞蹈,1955,臺北市政府文化局,379590000E,臺北市中正區襄陽路13之4號7樓,
南枝曲舍,戲劇,1954,臺北市政府文化局,379590000E,臺北市松山區民生東路5段137巷6弄43號2樓,
影子擊樂團,音樂,1953,臺北市政府文化局,379590000E,臺北市中山區南京西路6號9樓之5,https://www.holkee.com/dcbe7b1c17d5d39b2ffc
十界集樂坊,音樂,1952,臺北市政府文化局,379590000E,臺北市中山區建國北路三段113巷31弄14號5樓,http://www.facebook.com/DjIslandXtenrealms
臺灣優勢力芭蕾舞團,舞蹈,1951,臺北市政府文化局,379590000E,臺北市松山區八德路三段211號3樓,http://www.facebook.com/youthballetensembleTW
Ｑ劇團,戲劇,1949,臺北市政府文化局,379590000E,臺北市大安區信義路四段279號6樓之1,
慕樂愛樂,音樂,1948,臺北市政府文化局,379590000E,臺北市文山區景文街179號6樓之三,
胡式合作社,舞蹈,1947,臺北市政府文化局,379590000E,臺北市內湖區新湖一路363號1樓,http://huchien.com
夜夜生歌聲音工作室,音樂,1946,臺北市政府文化局,379590000E,臺北市信義區基隆路一段364巷14號4樓之一,
臺大校友交響樂團,音樂,1945,臺北市政府文化局,379590000E,臺北市松山區民生東路5段204號10樓之2,
TheWazDope 舞團,舞蹈,1944,臺北市政府文化局,379590000E,臺北市中正區杭州南路一段77巷18號3樓 ,http://www.thewazdope.com
山喊商行,戲劇,1943,臺北市政府文化局,379590000E,臺北市松山區八德路四段106巷6弄7號四樓,
音樂與人,音樂,1942,臺北市政府文化局,379590000E,臺北市萬華區武昌街2段19號3樓,
臺北人聲爵士樂團,音樂,1941,臺北市政府文化局,379590000E,臺北市萬華區廣州街80號4樓,
台北愛樂大眾管弦樂團,音樂,1940,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下1樓,
共演化研究隊,視覺藝術,1939,臺北市政府文化局,379590000E,臺北市大安區和平東路3段238號6樓,
台北愛樂室內樂團,音樂,1938,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
台北愛樂室內及管弦樂團,音樂,1937,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
台北愛樂青年交響管樂團,音樂,1936,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
台北愛樂青年交響樂團,音樂,1935,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
台北愛樂少年交響管樂團,音樂,1934,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
台北愛樂少年交響樂團,音樂,1933,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下一樓,
雪人音樂,音樂,1932,臺北市政府文化局,379590000E,臺北市文山區羅斯福路五段236巷1弄2號2樓,
緩步動物,視覺藝術,1931,臺北市政府文化局,379590000E,臺北市士林區福志路68號5樓,
台北愛樂交響管樂團,音樂,1930,臺北市政府文化局,379590000E,臺北市中正區濟南路一段7號地下1樓,
雅什樂團,音樂,1929,臺北市政府文化局,379590000E,臺北市松山區南京東路五段315號2樓,
展翊愛樂台北城市青少年管弦樂團,音樂,1928,臺北市政府文化局,379590000E,臺北市內湖區安泰街114巷21號8樓之2,http://www.facebook.com/TaipeiCityYouthSymphonyOrchestra
玩玩巴,音樂,1927,臺北市政府文化局,379590000E,臺北市大安區敦化南路二段106號14樓之2,
勝利青少年管弦樂團,音樂,1926,臺北市政府文化局,379590000E,臺北市內湖區康寧路3段189巷73弄13號1樓,
小老百姓,視覺藝術,1925,臺北市政府文化局,379590000E,臺北市信義區信義路六段76巷2弄25號1樓,
歐開合唱團,音樂,1924,臺北市政府文化局,379590000E,臺北市大安區復興南路二段291號8樓之一,
台灣傳神藝術,舞蹈,1923,臺北市政府文化局,379590000E,臺北市中正區杭州南路2段98之1號6樓,http://www.twtdart.com
森林光景簧片五重奏,音樂,1922,臺北市政府文化局,379590000E,臺北市文山區辛亥路六段21巷18號8樓,http://facebook.com/rqwaldszenen
竹音音樂 Ching Music,音樂,1921,臺北市政府文化局,379590000E,臺北市大同區雙連街16號1樓,
北印度樂舞文化劇場,舞蹈,1920,臺北市政府文化局,379590000E,臺北市大同區迪化街一段72巷17號1樓,http://ikramshiva.wixsite.com/ikram-art
臺北醫學大學杏聲校友合唱團,音樂,1919,臺北市政府文化局,379590000E,臺北市文山區羅斯福路五段97巷2之3號1樓,
布萊梅樂團,音樂,1918,臺北市政府文化局,379590000E,臺北市北投區中和街474巷55弄6號,
新逸交響樂團,音樂,1917,臺北市政府文化局,379590000E,臺北市士林區劍潭路42號1樓,http://www.newartinc.org
On Stage 表演藝術工作坊,戲劇,1916,臺北市政府文化局,379590000E,臺北市中山區天祥路6號地下室,http://www.facebook.com/jisonstage
界址創作,戲劇,1915,臺北市政府文化局,379590000E,臺北市北投區大興街5號3樓,
銅話故事室內樂團,音樂,1914,臺北市政府文化局,379590000E,臺北市大安區四維路198巷38弄8號2樓之2,
擁樂音學苑,音樂,1913,臺北市政府文化局,379590000E,臺北市大安區和平東路1段232號2樓,
王木木出品,舞蹈,1912,臺北市政府文化局,379590000E,臺北市南港區重陽路218之1號6樓,
雨霖藝術,音樂,1911,臺北市政府文化局,379590000E,臺北市大安區溫州街16巷10之1號6樓,
台北市婦女合唱團,音樂,1910,臺北市政府文化局,379590000E,臺北市大安區光復南路696號12樓之2,
飛創意工作室,戲劇,1908,臺北市政府文化局,379590000E,臺北市中山區復興北路400號14樓之7,
麥藍堤亞 Mailantia 舞團,舞蹈,1907,臺北市政府文化局,379590000E,臺北市中山區松江路87號6樓,
品劇場,戲劇,1906,臺北市政府文化局,379590000E,臺北市松山區民生東路五段36巷8弄4號2樓,http://www.facebook.com/Savourtheatrecompany
好嗨舞團,舞蹈,1905,臺北市政府文化局,379590000E,臺北市中山區中山北路一段33巷35之1號1樓,
台北快樂合唱團,音樂,1904,臺北市政府文化局,379590000E,臺北市大安區忠孝東路4段322號3樓之2,
亞恩音樂戲劇工作坊,戲劇,1903,臺北市政府文化局,379590000E,臺北市大安區大安區東豐街1號2樓,
PUPA 劇團,戲劇,1901,臺北市政府文化局,379590000E,臺北市大同區承德路三段301巷9號4樓,
昕辰舞集,舞蹈,1900,臺北市政府文化局,379590000E,臺北市中山區長春路16號8樓之1,
聆人表演工作坊,音樂,1899,臺北市政府文化局,379590000E,臺北市士林區基河路30號10樓之3,
奇湛劇坊,傳統戲曲,1898,臺北市政府文化局,379590000E,臺北市士林區基河路30號10樓之3,
純屬虛構製作社,視覺藝術,1896,臺北市政府文化局,379590000E,臺北市中山區長安東路二段169號7樓,
Skyline 天際線融合爵士樂團,音樂,1895,臺北市政府文化局,379590000E,臺北市信義區松隆路3號7樓,http://www.skylinejazzband.com
空屋製作,戲劇,1894,臺北市政府文化局,379590000E,臺北市中正區忠孝西路一段41號12樓之11,
立方體劇團,戲劇,1893,臺北市政府文化局,379590000E,臺北市北投區大興街24巷7弄12號4樓,
瓦巫劇場,戲劇,1892,臺北市政府文化局,379590000E,臺北市南港區八德路四段893號之1 1樓,http://wantwayevent.com/wow/
中琺藝術劇場,舞蹈,1890,臺北市政府文化局,379590000E,臺北市信義區忠孝東路4段553巷22弄51號1樓,
幹麻醬紙創意工作室,戲劇,1889,臺北市政府文化局,379590000E,臺北市松山區八德路三段12巷53弄38號,
行草樂團,音樂,1888,臺北市政府文化局,379590000E,臺北市萬華區民和街21號5樓,http://www.grasswalkersband.com/
余余劇場,舞蹈,1887,臺北市政府文化局,379590000E,臺北市中山區民生東路二段26號1樓,http://www.facebook.com/chunyudance
安可文創,戲劇,1886,臺北市政府文化局,379590000E,臺北市大安區羅斯福路二段79號7樓之2,
大可創藝,戲劇,1885,臺北市政府文化局,379590000E,臺北市中正區寧波西街72號1樓,
華美樂集,音樂,1883,臺北市政府文化局,379590000E,臺北市中山區明水路655號2樓,
第六變奏,音樂,1882,臺北市政府文化局,379590000E,臺北市大安區瑞安街206號6樓之2,
台洋劇團,戲劇,1881,臺北市政府文化局,379590000E,臺北市大同區重慶北路二段196號6樓之13,
艾奇蒂舞團,舞蹈,1880,臺北市政府文化局,379590000E,臺北市松山區八德路四段102號地下室,
摘星工作坊,戲劇,1879,臺北市政府文化局,379590000E,臺北市北投區泉源路12號8樓,
We.R 特技跆拳表演團,舞蹈,1878,臺北市政府文化局,379590000E,臺北市文山區木新路二段218巷7號1樓,http://www.facebook.com/wer20160505/?epa=SEARCH_BOX
楓聆女聲,音樂,1877,臺北市政府文化局,379590000E,臺北市松山區南京東路五段135號4樓,
暖陽與白玫瑰,音樂,1875,臺北市政府文化局,379590000E,臺北市萬華區昆明街212號1樓,
金麟戲劇團,傳統戲曲,1872,臺北市政府文化局,379590000E,臺北市南港區研究路3段161巷臨42號,
森。木管三重奏,音樂,1871,臺北市政府文化局,379590000E,臺北市中山區新生北路二段33巷6號3樓,
迎曦女聲,音樂,1870,臺北市政府文化局,379590000E,臺北市松山區南京東路五段135號4樓,
巴洛克機器,雜藝,1869,臺北市政府文化局,379590000E,臺北市文山區指南路二段四十五巷八弄三號四樓,
淼淼製作,戲劇,1868,臺北市政府文化局,379590000E,臺北市松山區三民路80巷4號6樓之1,
微米宇宙,視覺藝術,1867,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段372巷27弄9號1樓,http://shuyanglin.github.io/arthon/
琴音相隨室內樂集,音樂,1866,臺北市政府文化局,379590000E,臺北市內湖區民權東路六段180巷42弄15號9F-6,
張文光打擊樂團,音樂,1865,臺北市政府文化局,379590000E,臺北市南港區興華路114巷10號,
宸和戲劇團,傳統戲曲,1864,臺北市政府文化局,379590000E,臺北市北投區崗山路9巷6號1樓,
恬淡之音,音樂,1863,臺北市政府文化局,379590000E,臺北市士林區中山北路七段81巷30號4樓之二,http://www.facebook.com/thevoiceoftiendan/?modal=admin_todo_tour
李齊愛樂,音樂,1862,臺北市政府文化局,379590000E,臺北市大安區復興南路1段173號4樓之5,
匯流體驗,雜藝,1861,臺北市政府文化局,379590000E,臺北市北投區石牌路二段315巷29號4樓,
橙創藝舞蹈團,舞蹈,1859,臺北市政府文化局,379590000E,臺北市中正區重慶南路三段129號7樓之6,
Ours 合唱團,音樂,1858,臺北市政府文化局,379590000E,臺北市萬華區漢口街二段85號1樓,http://www.facebook.com/OursGleeClub/
未來道,視覺藝術,1857,臺北市政府文化局,379590000E,臺北市大安區忠孝東路4段51之5號,http://lololol.net
臺灣歌劇工廠,音樂,1856,臺北市政府文化局,379590000E,臺北市士林區德行東路331巷52弄11號4樓,
天團,戲劇,1855,臺北市政府文化局,379590000E,臺北市中山區林森北路133巷32號1樓,
齊格飛愛樂,音樂,1854,臺北市政府文化局,379590000E,臺北市中山區龍江路147號地下1樓,
365 樂坊,音樂,1853,臺北市政府文化局,379590000E,臺北市中山區錦洲街25號2樓,
叮叮噹噹藝術表演團,戲劇,1852,臺北市政府文化局,379590000E,臺北市萬華區艋舺大道252號,
代藝室,雜藝,1851,臺北市政府文化局,379590000E,臺北市中山區松江路77巷2號4樓之9,
第四人稱表演域,戲劇,1850,臺北市政府文化局,379590000E,臺北市南港區重陽路125巷36弄30號2樓之3,http://goo.gl/kCK3mO
雜草稍慢,視覺藝術,1849,臺北市政府文化局,379590000E,臺北市大同區延平北路3段52號1樓,http://www.weedday.org
林垂立星夢工場,音樂,1848,臺北市政府文化局,379590000E,臺北市信義區忠孝東路五段386號7樓,
聲柒柒,音樂,1847,臺北市政府文化局,379590000E,臺北市松山區八德路三段210號9F,
亮棠文創劇場,戲劇,1846,臺北市政府文化局,379590000E,臺北市內湖區康寧路三段75巷194號1F,https://www.facebook.com/LTspirit/
室外街舞,舞蹈,1845,臺北市政府文化局,379590000E,臺北市松山區民族東路642號3樓,http://www.instagram.com/taipei_schwaijewu
演洋娛業,戲劇,1844,臺北市政府文化局,379590000E,臺北市士林區忠誠路二段28號8樓,http://www.facebook.com/actorship2020
梵音合唱團,音樂,1843,臺北市政府文化局,379590000E,臺北市松山區基隆路一段10號16樓之一,http://newsite.marpa.org/choir
台北愛樂學苑交響樂團,音樂,1842,臺北市政府文化局,379590000E,臺北市萬華區康定路116號2樓之4,
藝站跨藝社,視覺藝術,1841,臺北市政府文化局,379590000E,臺北市文山區萬慶街10號2樓,
挽仙桃劇團,戲劇,1840,臺北市政府文化局,379590000E,臺北市中山區新生北路2段43號7樓之4,https://www.facebook.com/untouchablepeach/
台北室內重奏團,音樂,1839,臺北市政府文化局,379590000E,臺北市信義區永吉路180巷40號2樓,
Groove Report 當代爵士樂團,音樂,1838,臺北市政府文化局,379590000E,臺北市文山區景華街128巷22號4樓,http://www.facebook.com/groove.report
福爾摩沙不惑之聲合唱團,音樂,1836,臺北市政府文化局,379590000E,臺北市中山區民權東路二段59號2 樓,
LUXY BOYZ 黑流行者,舞蹈,1835,臺北市政府文化局,379590000E,臺北市中山區興安街112號2樓之5,http://www.luxyboyz.com
拙劇團,戲劇,1834,臺北市政府文化局,379590000E,臺北市大安區四維路182巷17號,
台灣意象樂集,音樂,1833,臺北市政府文化局,379590000E,臺北市松山區民生東路五段36巷3號5樓,
上玹樂集,音樂,1832,臺北市政府文化局,379590000E,臺北市北投區立功街102號7樓,
七樓藝文空間,視覺藝術,1830,臺北市政府文化局,379590000E,臺北市大安區羅斯福路三段241號7樓,
逍遙遊,雜藝,1829,臺北市政府文化局,379590000E,臺北市中山區林森北路259巷9號之46,
台北愛樂交響樂團,音樂,1828,臺北市政府文化局,379590000E,臺北市中正區忠孝東路一段152號12樓之5,http://www.tpso-taipei.com/
知覺野人,視覺藝術,1827,臺北市政府文化局,379590000E,臺北市中山區遼寧街211號,
EDU 創作社,戲劇,1826,臺北市政府文化局,379590000E,臺北市萬華區西藏路199巷61號6樓,
好位子劇團,戲劇,1825,臺北市政府文化局,379590000E,臺北市大安區光復南路260巷48號2樓,
台北絲路文化中心,雜藝,1824,臺北市政府文化局,379590000E,臺北市中山區民生東路三段88巷12號10樓之2,http://www.taisilk.org.tw
曖劇場,戲劇,1823,臺北市政府文化局,379590000E,臺北市內湖區內湖路一段387巷3弄6號10樓,
巴迪單簧管重奏團 Buddy Clarinet Ensemble,音樂,1822,臺北市政府文化局,379590000E,臺北市文山區萬安街12巷2號三樓之三,
福爾摩沙管風琴演奏家,音樂,1821,臺北市政府文化局,379590000E,臺北市萬華區長沙街二段146號2樓之6,
楷思室內樂團,音樂,1820,臺北市政府文化局,379590000E,臺北市中山區明水路397巷7弄17之2號1樓,
南樂貞遠社,音樂,1819,臺北市政府文化局,379590000E,臺北市萬華區大埔街8號4樓,
京聲劇集,傳統戲曲,1818,臺北市政府文化局,379590000E,臺北市北投區行義路142之4號地下一層,
熱情嘻哈 Passion Crew,舞蹈,1817,臺北市政府文化局,379590000E,臺北市中正區汀州路3段33號4樓,http://bit.ly/2ThwlCz
詠樂集,音樂,1815,臺北市政府文化局,379590000E,臺北市信義區吳興街284巷24弄72號2樓,
測不準工作室,雜藝,1814,臺北市政府文化局,379590000E,臺北市中山區天祥路6號地下室,
銅樂工坊,音樂,1813,臺北市政府文化局,379590000E,臺北市北投區崗山路5巷22號4樓,
L.H.MUSIQUE 繆思藝,音樂,1812,臺北市政府文化局,379590000E,臺北市萬華區青年路174號一樓,http://www.facebook.com/L.H.Musique/
音樂倉庫薩克斯風重奏團,音樂,1811,臺北市政府文化局,379590000E,臺北市中山區新生北路三段3巷13之3號,
Invoc.計畫,戲劇,1810,臺北市政府文化局,379590000E,臺北市信義區忠孝東路5段71巷11弄29號1樓,
噪音印製,音樂,1809,臺北市政府文化局,379590000E,臺北市松山區富錦街355號4樓,http://www.facebook.com/PrintedNoiseLab/
台北並歡樂社,傳統戲曲,1808,臺北市政府文化局,379590000E,臺北市松山區復興南路一段1號4樓,
台北大師星秀音樂節,音樂,1807,臺北市政府文化局,379590000E,臺北市中正區重慶南路3段42號7樓,http://www.taipeimaf.com
ZEROne 零壹藝術實驗所,舞蹈,1806,臺北市政府文化局,379590000E,臺北市大安區安和路一段21巷9號,
灰熊樂團,音樂,1805,臺北市政府文化局,379590000E,臺北市萬華區長沙街2段111-1號2樓,http://www.facebook.com/groups/766721506671456/
林座,戲劇,1804,臺北市政府文化局,379590000E,臺北市北投區中和街502巷8弄15號3樓,http://www.facebook.com/TheLimTheatreCompany
潘神室內樂,音樂,1803,臺北市政府文化局,379590000E,臺北市大同區承德路三段208巷5號4樓,http://www.facebook.com/EnsembleDePan/
楊曉恩爵士樂團,音樂,1802,臺北市政府文化局,379590000E,臺北市文山區羅斯福路五段218巷38弄13號15樓,
FM9417 工作室,戲劇,1801,臺北市政府文化局,379590000E,臺北市信義區永吉路120巷88號3樓,http://www.facebook.com/FM9417/
南亞樂舞集,雜藝,1800,臺北市政府文化局,379590000E,臺北市內湖區金龍路222巷12號7樓之6,
松風管樂團,音樂,1799,臺北市政府文化局,379590000E,臺北市中正區羅斯福路1段22號7樓,http://sites.google.com/view/wind-of-songs/home
適藝術,雜藝,1798,臺北市政府文化局,379590000E,臺北市大安區信義路四段6號17樓之8,https://www.facebook.com/Lookmanproject51
台北聾劇團,戲劇,1797,臺北市政府文化局,379590000E,臺北市大同區太原路197號2樓,http://www.nad.org.tw/
閱舞原創舞劇團,舞蹈,1795,臺北市政府文化局,379590000E,臺北市信義區松德路65號11樓之2,http://zh-tw.facebook.com/5dunhuang.art/
絃舞,音樂,1794,臺北市政府文化局,379590000E,臺北市中正區詔安街244號4樓,
振翼表演藝術工作室,音樂,1793,臺北市政府文化局,379590000E,臺北市大同區景化街39號,
寶吉祥交響樂團,音樂,1792,臺北市政府文化局,379590000E,臺北市信義區松仁路89號14樓之2,
哈梭哈梭台灣,舞蹈,1791,臺北市政府文化局,379590000E,臺北市中山區松江路68號8樓,http://www.facebook.com/HustleHustleTW/
迴響國樂團,音樂,1790,臺北市政府文化局,379590000E,臺北市大同區民權西路160巷34號2樓,
有花製作,戲劇,1789,臺北市政府文化局,379590000E,臺北市中山區天祥路6號地下室,
禾一文化傳承舞團,舞蹈,1788,臺北市政府文化局,379590000E,臺北市大安區臨江街99之1號2樓,http://www.facebook.com/hoyidancecrew
微光製造,舞蹈,1787,臺北市政府文化局,379590000E,臺北市士林區中社路2段17巷26號2樓,http://wangyeukwn.wixsite.com/website
赭月製作,戲劇,1786,臺北市政府文化局,379590000E,臺北市北投區中和里中和街376號2樓,
人聲時空旅行,音樂,1785,臺北市政府文化局,379590000E,臺北市中正區重慶南路三段161號10樓之一,http://www.facebook.com/whenvoicetravelintime/?ref=bookmarks
闖劇場,舞蹈,1784,臺北市政府文化局,379590000E,臺北市內湖區民權東路六段123巷20弄10號5樓,
饕餮劇集,戲劇,1781,臺北市政府文化局,379590000E,臺北市南港區研究院路二段12巷14弄21號4樓,
大稻埕國際藝術節工作室,戲劇,1780,臺北市政府文化局,379590000E,臺北市大同區迪化街1段167號,http://www.tttifa.com/about.html
NeoSonance 當代小徑,音樂,1778,臺北市政府文化局,379590000E,臺北市大同區民族西路225巷3弄9-7號4樓,http://www.yuchunhu.com/neosonance
海歸人聲合唱團,音樂,1777,臺北市政府文化局,379590000E,臺北市萬華區峨眉街5號5樓之22,
大賞門樂團,音樂,1776,臺北市政府文化局,379590000E,臺北市大安區龍坡里10鄰和平東路一段248巷19號2樓,
哪有即興,戲劇,1775,臺北市政府文化局,379590000E,臺北市北投區致遠二路95巷26號4樓,http://www.facebook.com/improvnowhere/?ref=bookmarks
