機構名稱,行政區代碼,理事長,屆期,郵遞區號,地址,電話,傳真,電子郵件,立案字號,成立日期,經度,緯度,機關代碼,提供單位,上傳日期
臺北市內湖區大湖社區發展協會,63000100,李雅惠,2,114,臺北市內湖區大湖里大湖山莊街219巷16弄5號,0937-041981,,rie.lee@gmail.com,北市社七字第10440143600號,1040606,121.5993670,25.0888550,379120000J,人民團體科,1051204
臺北市內湖區內溝社區發展協會,63000100,王曉芳,1,114,臺北市內湖區內溝里康樂街201巷8號,26313178,,,,1120613,,,379120000J,人民團體科,1120616
臺北市內湖區白石湖社區發展協會,63000100,林翠娥,7,114,臺北市內湖區碧山里碧山路40-3號,0928-206900,(02)27955995,,北市社七字第09634879100號,0960312,121.5952770,25.1024750,379120000J,人民團體科,1021011
臺北市內湖區石潭社區發展協會,63000100,楊志平,14,114,臺北市內湖區石潭里民權東路六段180巷158號8樓之2,27927875,(02)27927603,,北市社七字第09702號,0830827,121.5924566,25.0682013,379120000J,人民團體科,1050325
臺北市內湖區安泰里社區發展協會,63000100,何素蓮,3,114,臺北市內湖區安泰里安泰街49巷6-1號,0917-979715,,,北市社七字第10737731400號,1070502,121.6176766,25.0743405,379120000J,人民團體科,1070920
臺北市內湖區安湖社區發展協會,63000100,張淑齡,5,114,臺北市內湖區安湖里東湖路113巷95弄166號,26306552,(02)26306553,anhu.yu@msa.hinet.net,北市社七字第09441279800號,0940805,121.6144830,25.0695049,379120000J,人民團體科,1021011
臺北市內湖區成功康寧社區發展協會,63000100,莊國楨,10,114,臺北市內湖區金湖里成功路五段71號,26345908,(02)66069592,Fubon_elite@yahoo.com.tw,北市社七字第09331671300號,0921223,121.6058760,25.0741170,379120000J,人民團體科,1040709
臺北市內湖區西安社區發展協會,63000100,邱禎雄,13,114,臺北市內湖區西安里內湖路一段91巷110號,27993070,(02)27976303,,北市社七字第35147號,0830529,121.5628700,25.0878646,379120000J,人民團體科,1040709
臺北市內湖區明美舒活社區發展協會,63000100,王寶輝,2,114,臺北市內湖區石潭里金莊路86號14樓,02-27917066,,,,,,,379120000J,人民團體科,1120406
臺北市內湖區金瑞社區發展協會,63000100,倪鳳影,11,114,臺北市內湖區金瑞里內湖路三段347號,27900489,(02)27910967,Annie4yah@gmail.com,北市社七字第32225號,0820620,121.5844127,25.0891243,379120000J,人民團體科,1040204
臺北市內湖區金龍社區發展協會,63000100,賴政良,5,114,臺北市內湖區金龍里內湖路三段141巷6號,27901197,(02)27923947,,北市社七字第00684號,0841001,121.5894208,25.0864267,379120000J,人民團體科,1040114
臺北市內湖區康寧社區發展協會,63000100,游建德,7,114,臺北市內湖區康寧里康寧路三段99巷39弄70號,26337228,(02)26320483,,北市社七字第09432066600號,0940123,121.6106240,25.0743310,379120000J,人民團體科,1060206
臺北市內湖區清白里福樹宮社區發展協會,63000100,林宜丁,2,114,臺北市內湖區清白里星雲街208號,27919637,(02)27903810,,北市社七字第10537960700號,1050428,121.5969967,25.0809452,379120000J,人民團體科,1060103
臺北市內湖區清白社區發展協會,63000100,邱瑞玲,8,114,臺北市內湖區清白里星雲街168巷29號,27909195,(02)27910169,,北市社七字第10032604200號,1000212,121.5965659,25.0827502,379120000J,人民團體科,1040603
臺北市內湖區湖興社區發展協會,63000100,游崑明,12,114,臺北市內湖區湖興里成功路二段312巷3號1樓,0932-039177,,,北市社七字第1854號,0811212,121.5874652,25.0699970,379120000J,人民團體科,1031205
臺北市內湖區湖濱社區發展協會,63000100,,7,114,臺北市內湖區湖濱里成功路三段172-1號,27906289,(02)27926747,,北市社七字第16193號,0830227,121.5905340,25.0807039,379120000J,人民團體科,1020523
臺北市內湖區紫星社區發展協會,63000100,朱見寧,6,114,臺北市內湖區紫星里成功路三段187巷3弄4號,87911313,(02)27922942,,北市社七字第53793號,0830818,121.5911215,25.0799905,379120000J,人民團體科,1040417
臺北市內湖區紫陽社區發展協會,63000100,,4,114,臺北市內湖區紫陽里文德路210巷30弄27號,27986724,(02)26586649,,北市社七字第09330911700號,0930113,121.5847490,25.0770349,379120000J,人民團體科,1020523
臺北市內湖區紫雲社區發展協會,63000100,錢湖俠,4,114,臺北市內湖區紫雲里康寧路一段206號,27922611,,gbzihyun@gmail.com,北市社七字第10038903400號,1000608,121.5953170,25.0784460,379120000J,人民團體科,1041229
臺北市內湖區新坡尾社區發展協會,63000100,王伯安,2,114,臺北市內湖區碧山里內湖路三段60巷8號,27909594,(02)27967489,,北市社七字第09840224700號,0980725,121.5916653,25.0879251,379120000J,人民團體科,1041229
臺北市內湖區新明社區發展協會,63000100,褚吉政,7,114,臺北市內湖區週美里新明路302號,27910877,(02)27963732,,北市社七字第05827號,0840917,121.5820057,25.0556533,379120000J,人民團體科,1040709
臺北市內湖區瑞光社區發展協會,63000100,洪慧,13,114,臺北市內湖區瑞光里江南街71巷75弄13號,0912-283989,(02)27987368,,北市社七字第24667號,0820502,121.5796544,25.0752983,379120000J,人民團體科,1041208
臺北市內湖區瑞陽社區發展協會,63000100,林淑美,8,114,臺北市內湖區瑞陽里文德路66巷69弄7號2樓,27991392,(02)26276523,,北市社七字第23288號,0820516,121.5823760,25.0763730,379120000J,人民團體科,1030107
臺北市內湖區碧湖社區發展協會,63000100,羅世甫,11,114,臺北市內湖區金瑞里內湖路三段143巷26號3樓,0937-453237,,ulp6018@ms23.hinet.net,北市社七字第09238314000號,0920628,121.5891587,25.0870064,379120000J,人民團體科,1050215
臺北市內湖區綠大地社區發展協會,63000100,楊數鳳,16,114,臺北市內湖區秀湖里成功路四段294巷14號1樓,87910697,(02)87910628,,北市社七字第51320號,0811108,121.5978218,25.0858499,379120000J,人民團體科,1060303
臺北市內湖區熱愛大湖社區發展協會,63000100,韋紹炘,1,114,臺北市內湖區大湖里大湖山莊街219巷90號5樓,02-27968611,,,北市社七字第1076022545號,1070616,121.6002330,25.0901569,379120000J,人民團體科,1070731
臺北市內湖區興南社區發展協會,63000100,侯春花,5,114,臺北市內湖區湖元里民權東路六段136巷50號,87927677,(02)87927678,,北市社七字第09241394300號,0920816,121.5875965,25.0664904,379120000J,人民團體科,1020628
臺北市內湖區灣仔社區發展協會,63000100,顏聰明,2,114,臺北市內湖區石潭里民權東路六段180巷72弄6號10樓之1,0961-365688,,yen7679@gmail.com,北市社七字第1083071878號,1080418,,,379120000J,人民團體科,1080603
臺北市士林區愛在福德社區發展協會,63000110,盛琳惠,1,111,臺北市士林區福德里福德路81巷14號,,,,北市社區字第0547號,1120724,121.52132,25.092925,379120000J,人民團體科,1130412
臺北市士林區福林社區發展協會,63000110,李隆豐,9,111,臺北市士林區福志里幸福街11巷37號,28347925,(02)28312483,fulin1211@gmail.com,北市社字第號,0881211,121.528443,25.09744,379120000J,人民團體科,1040204
臺北市士林區新舊佳社區發展協會,63000110,鄭吉祥,1,111,臺北市士林區福佳里中山北路五段699巷20號,,,,北市社區字第0553號,1130514,121.526374,25.098563,379120000J,人民團體科,1130624
臺北市士林區福佳社區發展協會,63000110,施習賢,8,111,臺北市士林區福佳里美崙街62巷5號4樓,28361197,(02)28346349,,北市社七字第49850號,0830429,121.522046,25.096703,379120000J,人民團體科,1050111
臺北市士林區後港社區發展協會,63000110,楊綜璘,9,111,臺北市士林區後港里承德路四段277巷66號,28819373,(02)28817610,yang310606@gmail.com,北市社七字第52027號,0850816,121.5191368,25.0912471,379120000J,人民團體科,1040904
臺北市士林區後港墘社區發展協會,63000110,紀榮鴻,6,111,臺北市士林區福中里通河東街一段181號3樓,28813178,(02)28802761,dennischi16@gmail.com,北市社字第號,0950406,121.5156649,25.0886749,379120000J,人民團體科,1060427
臺北市士林區承德社區發展協會,63000110,陳州平,7,111,臺北市士林區承德里劍潭路80號4樓,28855525,(02)28859257,cpchen111@gmail.com,北市社字第號,0870902,121.5206301,25.0828072,379120000J,人民團體科,1050111
臺北市士林區敦親社區發展協會,63000110,陳韋光,1,111,臺北市士林區承德里劍潭路48號,28857480,(02)28857477,yalin.lu@msa.hinet.net,北市社字第號,1000530,121.5224341,25.0837291,379120000J,人民團體科,1060427
臺北市士林區康福社區發展協會,63000110,朱金堂,6,111,臺北市士林區福華里承德路四段40巷73號2樓,28837657,(02)28853898,kf0933140304@gmail.com,北市社字第號,0931223,121.521141,25.0814719,379120000J,人民團體科,1060531
臺北市士林區福祿社區發展協會,63000110,沈進傭,6,111,臺北市士林區福華里通河街163號,89926768,,sr2838@ms37.hinet.net,北市社字第號,0891104,121.520083,25.081295,379120000J,人民團體科,1030310
臺北市士林區劍潭社區發展協會,63000110,李鉦基,3,111,臺北市士林區明勝里承德路四段10巷29號3樓,02-28862220,,jiantan520@yahoo.com.tw,北市社字第號,1040417,121.5205324,25.0800588,379120000J,人民團體科,1070622
臺北市士林區明勝社區發展協會,63000110,游錫奎,5,111,臺北市士林區明勝里承德路四段12巷51號1樓,28851534,,a05260@so-net.net.tw,北市社字第號,0991018,121.5195407,25.0810251,379120000J,人民團體科,1061225
臺北市士林區福順社區發展協會,63000110,陳登貴,1,111,臺北市士林區福順里重慶北路四段49巷40弄56號,,,,北市社區字第0499號,1080922,121.51171,25.080004,379120000J,人民團體科,1090215
臺北市士林區延慶社區發展協會,63000110,陳朝榮,2,111,臺北市士林區福順里重慶北路四段49巷40弄4號4樓,,,,北市社字第號,,121.511583,25.08085,379120000J,人民團體科,1120816
臺北市士林區海光社區發展協會,63000110,廖品筑,6,111,臺北市士林區富光里延平北路五段1巷40號,28150696,(02)28110180,f77401658@yahoo.com.tw,北市社字第號,0910125,121.510272,25.0790469,379120000J,人民團體科,1030310
臺北市士林區富光社區發展協會,63000110,邱秀娥,8,111,臺北市士林區富光里葫蘆街54巷9弄1號,28128090,(02)28110763,,北市社字第號,0830320,121.508962,25.081021,379120000J,人民團體科,1020523
臺北市士林區新葫蘆社區發展協會,63000110,鄭雅如,1,111,臺北市士林區葫蘆里延平北路五段163巷50號2樓,28102336,,,北市社字第號,1000720,121.508265,25.083075,379120000J,人民團體科,1060717
臺北市士林區社子社區發展協會,63000110,陳祥碧,8,111,臺北市士林區社子里社中街49號1樓,28129076,,,北市社七字第14784號,0831120,121.5104838,25.0884977,379120000J,人民團體科,1040311
臺北市士林區新福安社區發展協會,63000110,何宜芬,5,111,臺北市士林區福安里延平北路七段63巷12弄14號1樓,28101410,,sun5011005@yahoo.com.tw,北市社字第號,0991008,121.49434,25.095703,379120000J,人民團體科,1060427
臺北市士林區富洲社區發展協會,63000110,陳惠民,9,111,臺北市士林區富洲里延平北路八段86號,28107459,(02)28100160,derher888@gmail.com,北市社七字第16201號,0830224,121.478311,25.108595,379120000J,人民團體科,1030107
臺北市士林區岩山社區發展協會,63000110,鄭小塔,3,111,臺北市士林區岩山里芝玉路一段197巷1號,28317790,,yan3home@gmail.com,北市社字第號,1080323,121.533549,25.107544,379120000J,人民團體科,1081113
臺北市士林區芝山岩社區發展協會,63000110,陳由極,7,111,臺北市士林區名山里雨聲街8巷1-1號2樓,28342158,(02)28342158,yueh2158@pchome.com.tw,北市社字第號,0881203,121.529519,25.1013953,379120000J,人民團體科,1050111
臺北市士林區幸福名山社區發展協會,63000110,林麗珠,3,111,臺北市士林區名山里雨聲街53巷6號7樓,28366501,,,北市社字第號,1041002,121.5283056,25.1026407,379120000J,人民團體科,1090313
臺北市士林區德行社區發展協會,63000110,吳雅莉,2,111,臺北市士林區德行里福國路15巷20號,88665336,(02)28381939,yaili0106@gmail.com,北市社字第號,0981013,121.5244457,25.1006465,379120000J,人民團體科,1070416
臺北市士林區德行繽紛社區發展協會,63000110,施習義,2,111,臺北市士林區德行里福國路50巷6弄6號1樓,88662865,(02)88662865,majasmine519@gmail.com,北市社字第號,1070505,121.52391,25.10266,379120000J,人民團體科,1090313
臺北市士林區新聖山社區發展協會,63000110,吳冠逸,3,111,臺北市士林區聖山里芝玉路一段223巷4號,28323118,,shunyao.zhang@msa.hinet.net,北市社字第號,1041107,121.5335307,25.108982,379120000J,人民團體科,1090210
臺北市士林區忠義社區發展協會,63000110,曾坤來,7,111,臺北市士林區忠誠里德行東路132巷5弄4號,28366770,(02)28311096,bn_930@mail.taipei.gov.tw,北市社字第號,0950210,121.52955,25.1071293,379120000J,人民團體科,1071102
臺北市士林區蘭雅社區發展協會,63000110,顏子芩,5,111,臺北市士林區蘭雅里士東路46巷20號2樓,28340008,(02)28342741,,北市社七字第51284號,0840903,121.527186,25.1109059,379120000J,人民團體科,1020523
臺北市士林區天壽社區發展協會,63000110,蕭至明,1,111,臺北市士林區天壽里中山北路六段411號,28771095,(02)28756295,,北市社字第號,0960418,121.526475,25.1134449,379120000J,人民團體科,1060427
臺北市士林區天和社區發展協會,63000110,齊永昌,9,111,臺北市士林區天和里中山北路七段14巷63弄17號2樓,28769333,(02)28710456,,北市社字第號,0891118,121.534384,25.1223269,379120000J,人民團體科,1020610
臺北市士林區天玉社區發展協會,63000110,張文連,7,111,臺北市士林區天玉里天母西路3號8樓之10,28766614,,wenlien8@yahoo.com.tw,北市社字第號,0830810,121.529291,25.118609,379120000J,人民團體科,1040506
臺北市士林區永公美崙社區發展協會,63000110,張月娥,2,111,臺北市士林區平等里永公路296巷65號,,,,北市社區字第0548號,1120809,121.559539,25.116342,379120000J,人民團體科,1130412
臺北市士林區菁山社區發展協會,63000110,陳振義,5,111,臺北市士林區菁山里菁山路131巷18號,28612647,(02)28114923,to.green@yahoo.com.tw,北市社字第號,0940721,121.5683672,25.1445198,379120000J,人民團體科,1070416
臺北市士林區平等社區發展協會,63000110,陳添地,3,111,臺北市士林區平等里平菁街93巷106號,28611690,,,北市社字第號,0941224,121.578087,25.143144,379120000J,人民團體科,1060427
臺北市士林區坪頂圳之村社區發展協會,63000110,徐明忠,1,111,臺北市士林區平等里平菁街112號,,,,北市社區字第0554號,1130701,121.573617,25.125711,379120000J,人民團體科,1130731
臺北市士林區溪山社區發展協會,63000110,陳來香,5,111,臺北市士林區溪山里至善路三段87號,27125791,(02)27154641,winnie631014@yahoo.com.tw,北市社字第號,0980414,121.5752945,25.118188,379120000J,人民團體科,1070416
臺北市士林區雙溪中央社區發展協會,63000110,黃文瑞,11,111,臺北市士林區翠山里中社路一段36巷2-1號,28412197,(02)28413297,,北市社七字第30033號,0810620,121.559414,25.108936,379120000J,人民團體科,1040904
臺北市北投區一德社區發展協會,63000120,許立丕,1,112,臺北市北投區一德里中央北路四段406號1樓,0987-538865,,j1126udith@gmail.com,北市社七字第1093068897號,1090112,,,379120000J,人民團體科,1090421
臺北市北投區大屯社區發展協會,63000120,張天恩,2,112,臺北市北投區大屯里復興三路521巷18號,28911750,,,,,,,379120000J,人民團體科,1120816
臺北市北投區大同社區發展協會,63000120,黃榮誠,8,112,臺北市北投區大同里大興街9巷24號1樓,28981932,(02)28951971,t450306@yahoo.com.tw,北市社七字第24066號,0850413,121.4978070,25.1306150,379120000J,人民團體科,1040417
臺北市北投區中八仙社區發展協會,63000120,鄭榮華,3,112,臺北市北投區八仙里承德路七段401巷575號1樓,28915093,(02)28966489,fashi.fs@msa.hinet.net,北市社七字第09943906100號,0990925,121.4961860,25.1144830,379120000J,人民團體科,1031205
臺北市北投區中心社區發展協會,63000120,詹嘉文,2,112,臺北市北投區中心里中和街28號9樓之1,28926942,,ccwwork.1982@gmail.com,北市社七字第10343237500號,1030913,121.3901899,24.9735870,379120000J,人民團體科,1031111
臺北市北投區中央社區發展協會,63000120,張世珍,10,112,臺北市北投區中央里光明路56號1樓,,(02)28959831,alice505181@gmail.com,北市社七字第04764號,0831126,121.4999236,25.1327589,379120000J,人民團體科,1050411
臺北市北投區中和社區發展協會,63000120,林正雄,12,112,臺北市北投區中和里中和街395號1樓,,(02)28930574,YA5655e@yahoo.com.tw,北市社七字第28369號,0830410,121.4984668,25.1425877,379120000J,人民團體科,1041208
臺北市北投區文林社區發展協會,63000120,李珮緁,1,112,臺北市北投區文林里致遠一路一段9號1樓,,,,北市社區字第0538號,1120316,121.5173420,25.1076517,379120000J,人民團體科,1120816
臺北市北投區永和社區發展協會,63000120,陳勃宇,3,112,臺北市北投區永和里行義路138-1號1樓,0910-069290,(02)28738837,act.chem@hotmail.com,北市社七字第10734083500號,1061112,,,379120000J,人民團體科,1081226
臺北市北投區永欣社區發展協會,63000120,林育昇,11,112,臺北市北投區永欣里石牌路二段334-1號1樓,,(02)28745213,steven7130@gmail.com,北市社七字第65413號,0841129,121.5245570,25.1226220,379120000J,人民團體科,1030107
臺北市北投區立群社區發展協會,63000120,許瑛珍,6,112,臺北市北投區立賢里尊賢街251巷18號1樓,28225613,(02)28221388,jenfu5565@yahoo.com.tw,北市社七字第09134916900號,0910824,121.5056882,25.1176921,379120000J,人民團體科,1031002
臺北市北投區立農社區發展協會,63000120,蔡麗玲,8,112,臺北市北投區立農里吉利街123巷30號1樓,28262408,(02)28206435,sunnyjoeysunnyjoey@yahoo.com.tw,北市社七字第53107號,0840712,121.5068760,25.1195879,379120000J,人民團體科,1020523
臺北市北投區立賢社區發展協會,63000120,李麗靜,10,112,臺北市北投區立賢里承德路七段232巷16號3樓,0933-552160,(02)28210576,c440101.soujen@msa.hinet.het,北市社七字第8626539100號,0860726,121.5063010,25.1182140,379120000J,人民團體科,1041013
臺北市北投區吉慶社區發展協會,63000120,黃勝宗,8,112,臺北市北投區吉慶里實踐街34號3樓,28282002,(02)28275233,tsung34@yahoo.com.tw,北市社七字第04939號,0840106,121.5086731,25.1150504,379120000J,人民團體科,1040506
臺北市北投區我愛大同社區發展協會,63000120,陳文鈴,1,112,臺北市北投區大同里大同街135號1樓,,,,北市社區字第0552號,1130318,,,379120000J,人民團體科,1130401
臺北市北投區我愛石牌社區發展協會,63000120,吳明益,2,112,臺北市北投區石牌里明德路89號4樓,28201369,,lv228369@me.com,北市社七字第1083172280號,1081015,,,379120000J,人民團體科,1090420
臺北市北投區秀山社區發展協會,63000120,鄭文玲,4,112,臺北市北投區秀山里中和街502巷2弄15號1樓,0933-856288,(02)28928998,wenlin222@yahoo.com.tw,北市社七字第10044576900號,1000904,121.4949421,25.1455835,379120000J,人民團體科,1060119
臺北市北投區奇岩社區發展協會,63000120,林衍兆,10,112,臺北市北投區奇岩里公館路315號1樓,28956838,(02)28946220,chiyen.ca@gmail.com,北市社七字第11207號,0830205,121.5047657,25.1328727,379120000J,人民團體科,1050804
臺北市北投區幸福永和社區發展協會,63000120,高秀蘭,2,112,臺北市北投區永和里行義路96巷25號3樓,0935-874631,,rita354169@gmailllll.com,北市社七字第1083160147號,1080921,,,379120000J,人民團體科,1090311
臺北市北投區林泉社區發展協會,63000120,張紹琦,8,112,臺北市北投區林泉里中心街27巷24號1樓,0953-728197,(02)28952630,jack255136@gmail.com,北市社七字第24651號,0840416,121.5104465,25.1383201,379120000J,人民團體科,1060119
臺北市北投區建民社區發展協會,63000120,簡妤年,1,112,臺北市北投區建民里文林北路36號,28347759,,,北市社區字第0542號,1120519,,,379120000J,人民團體科,1121108
臺北市北投區建民軟橋社區發展協會,63000120,黃柏淳,1,112,臺北市北投區建民里文林北路80巷38弄2號2樓,,,jmbc1688@gmail.com,北市社區字第0535號,1120130,,,379120000J,人民團體科,1120816
臺北市北投區泉源社區發展協會,63000120,陳志成,9,112,臺北市北投區泉源里泉源路242號1樓,0915-728299,(02)28975777,a0920883960@gmail.com,北市社七字第46707號,0830802,121.5310220,25.1481770,379120000J,人民團體科,1020523
臺北市北投區洲美社區發展協會,63000120,蘇府庭,11,112,臺北市北投區洲美里福美路211號13樓,0937-143970,(02)28353893,tfakuopure@gmail.com,北市社七字第36006號,0810821,121.5032321,25.1004836,379120000J,人民團體科,1040204
臺北市北投區振華社區發展協會,63000120,汪文玲,4,112,臺北市北投區振華里裕民一路40巷29號3樓,28236110,(02)28264736,fashing188@yahoo.com.tw,北市社七字第10139122900號,1010616,121.5177941,25.1154468,379120000J,人民團體科,1051204
臺北市北投區桃源社區發展協會,63000120,徐林麗珠,11,112,臺北市北投區桃源里中央北路三段12號1樓,28923977,(02)28926463,steve-cheng@hotmail.com,北市社七字第18894號,0820220,121.4863686,25.1384157,379120000J,人民團體科,1041013
臺北市北投區清江社區發展協會,63000120,李炳亷,4,112,臺北市北投區清江里崇仁路一段86號1樓,29822543,(02)28959187,binglian168@gmail.com,北市社七字第10435656900號,1040329,121.5015594,25.1260822,379120000J,人民團體科,1040506
臺北市北投區硫磺谷社區發展協會,63000120,黃宥惠,4,112,臺北市北投區豐年里中央北路二段17號4樓,0910-412056,(02)28960374,sulfulvale@gmail.com,北市社七字第10039432500號,1000626,121.4960100,25.1364780,379120000J,人民團體科,1040904
臺北市北投區尊賢社區發展協會,63000120,張勻通,8,112,臺北市北投區尊賢里吉利街132巷2號1樓,0937-907479,(02)28202349,China27978641@gmail.com,北市社七字第46472號,0840620,121.5093790,25.1153349,379120000J,人民團體科,1030502
臺北市北投區湖山社區發展協會,63000120,李秋霞,1,112,臺北市北投區湖山里湖山路一段48-5號1樓,,,,,,,,379120000J,人民團體科,1120523
臺北市北投區湖田社區發展協會,63000120,范靜芳,6,112,臺北市北投區湖田里竹子湖路29號1樓,0919-129515,28617188,tsh60701@yahoo.com.tw,北市社七字第09131026100號,0910225,121.5363570,25.1688728,379120000J,人民團體科,1050328
臺北市北投區開明社區發展協會,63000120,張皓宇,3,112,臺北市北投區開明里永興路二段8號1樓,0912-818252,,cindy.lf38@yahoo.com.tw,北市社七字第10342797500號,1030719,121.5014800,25.1414540,379120000J,人民團體科,1041229
臺北市北投區陽明山社區發展協會,63000120,曹芳顏,3,112,臺北市北投區湖山里湖山路二段11-1號1樓,0910-169405,,a456863@yahoo.com,北市社七字第09436402000號,0940530,121.5385420,25.1567680,379120000J,人民團體科,1020802
臺北市北投區嗄嘮別社區發展協會,63000120,陳美蓮,9,112,臺北市北投區桃源里中央北路三段21號5樓,28911509,,dai.will@hotmail.com.tw,北市社七字第9022948800號,0900310,121.4854061,25.1397554,379120000J,人民團體科,1060119
臺北市北投區新大同社區發展協會,63000120,黃澤雙,2,112,臺北市北投區大同里大同街69號,28955612,,,北市社七字第1083208743號,1081124,,,379120000J,人民團體科,1090122
臺北市北投區新中心社區發展協會,63000120,陳偉民,3,112,臺北市北投區中心里珠海路15號1樓,28960063,(02)28960063,cch5228@yahoo.com.tw,北市社七字第10440980000號,1040618,121.5019540,25.1379290,379120000J,人民團體科,1041208
臺北市北投區新石牌社區發展協會,63000120,黃滿妹,5,112,臺北市北投區石牌里明德路87號2樓,28236699,(02)28212721,momo.6699@yahoo.com.tw,北市社七字第10037140500號,1000430,121.5187490,25.1089600,379120000J,人民團體科,1030604
臺北市北投區新稻香社區發展協會,63000120,鄭淑芬,1,112,臺北市北投區稻香里稻香路15號,,,,,1131004,,,379120000J,人民團體科,1131118
臺北市北投區義理社區發展協會,63000120,何麗玲,5,112,臺北市北投區永明里義理街65號1樓,28213214,(02)28213214,ling28213214@gmail.com,北市社七字第09540239500號,0950924,121.5157485,25.1173872,379120000J,人民團體科,1031002
臺北市北投區裕民社區發展協會,63000120,楊黃薰薰,2,112,臺北市北投區裕民里懷德街28號1樓,,,j282372@yahoo.com.tw,北市社七字第1083140947號,1080705,,,379120000J,人民團體科,1081106
臺北市北投區榮光社區發展協會,63000120,陳明義,9,112,臺北市北投區榮光里石牌路一段166巷43弄15號1樓,28231593,(02)28205679,bo1593@yahoo.com.tw,北市社七字第48888號,0811101,121.5150204,25.1140043,379120000J,人民團體科,1060206
臺北市北投區榮華社區發展協會,63000120,何漢清,10,112,臺北市北投區榮華里明德路150巷22號1樓,28216805,(02)28220266,musachao@gmail.com,北市社七字第69879號,0850901,121.5226910,25.1148860,379120000J,人民團體科,1030107
臺北市北投區福興社區發展協會,63000120,葉魏良夙,7,112,臺北市北投區福興里自強街21號1樓,0955-404968,(02)28235408,jeo55404968@gmail.com,北市社七字第8725120800號,0870810,121.5130562,25.1124030,379120000J,人民團體科,1040709
臺北市北投區稻香社區發展協會,63000120,萬銀妹,10,112,臺北市北投區稻香里石仙路1巷3弄10號1樓,28941883,(02)28915448,chien@steelmen,北市社七字第35752號,0810726,121.4894400,25.1404200,379120000J,人民團體科,1030604
臺北市北投區豐年社區發展協會,63000120,鄭國華,10,112,臺北市北投區豐年里中央北路二段11號1樓,28941023,(02)28917485,tachan47@yahoo.com.tw,北市社七字第46743號,0820327,121.4961480,25.1364140,379120000J,人民團體科,1040114
臺北市北投區關渡社區發展協會,63000120,張淑綢,9,112,臺北市北投區關渡里知行路292巷15弄1號1樓,28586000,(02)28584169,a0919310539@gmail.com,北市社七字第25243號,0820501,121.4679365,25.1182065,379120000J,人民團體科,1030903
